,sender,date,message,links
40,333303247,2023-02-24 06:24:10+00:00,"Обложка вызывает двоякое впечатление: с одной стороны, дерзко и эпатажно, может даже несколько элегантно, спрашивать у ИИ об обложке в его честь, а с другой - как-то банально, слишком ""в лоб"", да и ответ его настолько подытоживающий, что даже статью читать не хочется :) Спасибо что поделился!",[]
41,83395168,2023-02-24 09:09:43+00:00,Всем привет!,[]
42,355948882,2023-02-24 09:20:31+00:00,"Так же актуально , рад буду пообщаться на мероприятие .",[]
43,170964881,2023-02-24 09:25:35+00:00,"Привет! Меня зовут Майя, живу 5 лет в долине, переехала из Питера. 

Я Senior Product в финтех стартапе, который занимается operations + risks for constructional loans. Использую chatGPT в работе, и поражаюсь насколько круто иногда дает идеи.

Буду рада networking. 

Хобби: много танцую социальные танцы типа бачаты, а еще люблю все виды игр.",[]
44,617852873,2023-02-24 17:10:33+00:00,"Всем привет!
меня зовут Давид, живу в Майами, занимаюсь авиацией, бизнес джет чартер, так же спец проекты типа пожаротушение и гуманитарная помощь в интересных местах.  Разработали свой ""air charter quoting tool"", в процессе запуска ""speech analysis"" через ии.
Хочу запустить green energy или carbon capture проект, (желательно во Флориде), так как делаем карбон офсет на полётах.
Начинающий инвестор в старт ап. Люблю спорт и активный образ жизни.
До встречи!",[]
45,988908544,2023-02-24 17:19:57+00:00,"В любом случае искусственный интеллект обрабатывает существующие данные, а сфера привлекательности мало изучена с научной точки зрения.",[]
46,1040554269,2023-02-24 17:33:01+00:00,"Я обратила внимание, что chat GPT обрабатывает данные до октября 2021. 
Я начала использовать его для написание статей на сайт и очень помогает с идеями 

Есть шоу на Netflix - Perfect March. Мне напомнило",[]
47,2047522700,2023-02-24 17:35:13+00:00,Привет! С опытом работы?,[]
48,290776012,2023-02-24 19:48:31+00:00,"Всем приветы! Жду нашей офигенской тусы, друзья!
(В Тележке нелюдим и мама мне сказала незнакомым не отвечать, но в канальчике стартап котиков всем отвечу).
До встречи на мероприятии!",[]
49,121517251,2023-02-24 19:55:44+00:00,"Всем привет! 
Меня зовут Аня. Переехала в Bay Area в Мае прошлого года, до этого жила еще 3 года в Бостоне.
Я продукт менеджер в EdTech компании. Мы занимаемся разработкой платформы для репетиторства. 
До встречи на мероприятии, буду рада нетворкингу!",[]
50,205719090,2023-02-24 20:09:01+00:00,Всем привет! Меня зовут Миша. Переехал в штаты 3.5 года назад из Москвы. В Москве работал в управленческом консалтинге. Тут закончил МБА и делал свою финтех компанию по финансовому планированию и работал продактом в местном техе (AI для B2C кредитования). Недавно закрыл свой стартап и сейчас ищу новые проекты в области финтеха. Еще интересуюсь космической индустрией и индустрией психоделиков. Рад знакомству со всеми!,['3.5']
51,599208,2023-02-24 20:34:45+00:00,Всем привет! Руслан попросил присоединиться к чату и всех поприветствовать ☺️,[]
52,271850117,2023-02-24 20:35:03+00:00,Всем привет. Давайте соберемся и обсудим ИИ пока он не захватил мир и не запретил нам это делать.,[]
53,720184,2023-02-24 20:55:40+00:00,"Всем привет. 10 лет развиваю агентство мобильного маркетинга Mobio. В прошлом году переехал в Долину, здесь работаем с mobile apps стартапами, помогаем им быстрее найти свой PMF и показать рост. По теме ивента, мы уже используем MJ для создания рекламных креативов. Еще разрабатываем мобильное приложение с использованием ChatGPT и MJ. 

Спектр интересов по инвестициям: по моей холдинговой компании - M&A частных компаний на зрелой стадии и вывод их на биржу. Мой личный: инвестиции на ранних стадиях в технологические стартапы. До встречи.",[]
54,52081888,2023-02-24 20:58:52+00:00,"Класс! Тут часть биографии видимо chatgpt писал, но общая канва верная :-)",[]
55,916307028,2023-02-24 21:01:41+00:00,💯,[]
56,69880741,2023-02-24 21:36:53+00:00,"Всем привет! Я Майя, живу в Долине, Маунтин Вью. 

Мой бэкграунд - аналитика и работа с большими данными.

Недавно поменяла сферу деятельности и стала футуристом/специалистом по будущему. Сейчас заканчиваю обучение по специализации Futures Thinking в IFTF (Institute for the Future в Пало Альто). 

Чем могу помочь?
Для стажировки по учебе я ищу 3 проекта, с которыми бесплатно  проработаю сет сценариев будущего— 4-8 разных альтернативных вероятностей, которые покрывают спектр потенциальных будущих вашего проекта на 10 лет вперед.

Цель- прокачать ментальную гибкость и создать более адаптивную долгосрочную стратегию, а не угадать «правильный вариант».

Если кому-то интересно подробнее об этом узнать, буду рада пообщаться!

Ещё из увлечений - это айкидо и книги. От большой любви к хорошему нон-фикшену я даже завела ютуб канал «Майя и книги головного мозга» :)

Рада со всеми познакомиться! Очень жду встречи 😃",[]
57,196267257,2023-02-24 21:48:47+00:00,"Руслан, привет.",[]
58,867919416,2023-02-24 22:35:55+00:00,"Привет. Как здорово! Я тоже в Apple работаю, до этого работала с самой лучшей командой в Sony PlayStation, где мы «строили» PS5 с нуля. 

Уже пишу тебе в личку, знакомиться:)",[]
59,142450950,2023-02-24 22:49:52+00:00,Привет! Все хобби совпадают! Пообщаемся!,[]
60,87976529,2023-02-24 23:32:35+00:00,У меня тоже ДР сегодня 🥳,[]
61,5190311967,2023-02-24 23:44:42+00:00,🙄😉😂,[]
62,438793656,2023-02-25 00:45:05+00:00,"Денис, переехал в США 13 лет назад из СПб 
Chicago > New York > San Francisco / Bay Area   
 
▪️Специализируюсь в B2B enterprise data management, Engineering background, консультировал fortune 500 in data management и product management. Продукты номинированы #1 leader in Master Data Management by Gartner

Если вы когда-либо открывали кредитную карту, подавали на страховку, пересекали границу или получали медицинскую помощь в США, то с вероятностью 90% ваша личная информация была обработана сопоставления алгоритмами (data matching)  , над которыми я работал.
 
▪️В 2019 с партнерами из НЙ мы стартанули Centerfin.co: Wealth Management RIA для таргет группы с $250K - $3mm ( это большой и необслуженый сегмент), те кто больше $3мм чаще уже имеют личный фэмили офис и тд. Отвечаю за Product & Technology. Приходите на консультацию ! 
 
В конце 2021 запустили MVP для B2C , сейчас работаем над B2B ( обслуживать financial advisors) , работаем над seed. 
 
▪️DJ, Music, и организация Burningman art & music events  - это для «себя», чтобы выгулять творческую часть личности 🙂
 
Happy to help по любому из #1 - #3: 

https://www.linkedin.com/in/denistoporov/

https://www.instagram.com/glass.axe/","['Centerfin.co', 'https://www.linkedin.com/in/denistoporov/', 'https://www.instagram.com/glass.axe/']"
63,5370561989,2023-02-25 00:57:16+00:00,"Привет 👋 
Игорь Суханов 
Майяии, Флорида. 
Бизнес - оптовая продажа пленок специального назначения. Клиенты мировые бренды в энергетике. Кайфую от постоянной автоматизации и автоматизации бизнес процессов, строю команду мечты на семейных ценностях. 
Горжусь тем что помогаю ребятам быть чище и лучше, заботится о здоровье, слышать себя. 
Ко мне можно смело обращаться по : по построению команды и управлению одним человеком в бизнесе, здоровым питанием, очищением организма от бактерий и плохих мыслей. 
И просто душевно поболтать по душам. 🎈",[]
64,1457415454,2023-02-25 01:28:31+00:00,"Всем привет! 👋
Я Рустам, в США с 2012 года.
Живу в Сан Франциско.
Прошел небольшой путь:
начал со стройки, потом водителем убера поработал, пока работал, учился, стал тестировщиком ПО (QA), потом программистом. 

Успел поработать в нескольких компаниях, последние две LinkedIn и сейчас в Coinbase. 
(Работаю старшим разработчиком)

3 года назад был техническим кофаундером тревел стартапа (к сожалению не получилось)

Сейчас в поисках идеи/проекта в который захотелось бы вложить все свои силы. А так же в поисках надежного бизнес партнера с которым все будет по плечу. 

Я интроверт, но работаю над тем, чтобы не быть им :)  

Со своей стороны могу быть полезным с технической точки зрения. Могу собрать команду программистов и запилить приложение. 

Начал изучать AI. 

Chat GPT использую в работе  часто!🎉

В свободное время:
Люблю спорт, раньше занимался смешанными единоборствами, сейчас хайки, спортзал.

Одно из любимых хобби это DJ. 
Вечером Будем радовать вас электронной музыкой вместе с Денисом.",[]
65,363075844,2023-02-25 01:31:58+00:00,"Привет Всем
здесь столько крутых людей, отдельный надо делать ивент для знакомства с каждым, помоему я попал в высшее сообщество Forbes

Меня зовут Константин Кулешов

не женат, детей нет

Украина, Киев (изза войны проживаю в Вене, Австрия), сейчас в туре по США

основной бизнес,
Разработка компьютерных, мобильных и VR игр (servreality.com) а так же аутсорсинг (iwanta.tech) 
недавно начал заниматься коттеджным строительством в Австрии

В ИТ сфере работает 120 человек

помимо поисков крутых ребят для общения, ищу жену 

https://www.instagram.com/constantin_kuleshov/","['servreality.com', 'iwanta.tech', 'https://www.instagram.com/constantin_kuleshov/']"
66,1697039567,2023-02-25 01:37:09+00:00,"Семёнов Игорь
Miami ! Из Сибири , Томск 

—  Один из основателей и один из основных акционеров 
KDV Group  https://kdv-group.com/ru 
Одна из самых больших компаний в России по производству продуктов питания !
Торгуем своей продукцией более чем в тридцати  стран в мире . 

      
Собственник компаний :
— LogWorks.ru 
Строительство деревянных домов из Сибирского кедра и Сибирской лиственницы по всему миру . Один из лидеров в России по натуральному деревянному домостроению .

— BABAROMA.ru
— https://www.instagram.com/p/CRGlmF9H1bO/?utm_medium=copy_link
Сеть кофе-магазинов-кондитерских-пекарней.

— http://www.zipmodular.com
— http://gohorizons.com

Продажа , продвижение , строительство модульных домов в США  по всему миру .

http://www.zipmodular.com

— Glamping Строим глэмпинговую сеть в США и по миру ! 
http://gohorizons.com


— Основатель проекта 
«BEATS OF THE STREET

https://www.instagram.com/p/B85WF_ujSwO/?utm_medium=copy_link
Смотрите в Instagram .
Истории жизни  уличных музыкантов со всего мира !
Съёмка документальных фильмов . В США сняли 2 документальных фильма 

— Ментор команды UDIDANCE 

https://www.instagram.com/p/B-2Mb6cICvC/?utm_medium=copy_link
Одна из лучших танцевальных команд РОССИИ

Женат , отец четверых детей !
Бывший профессиональный бегун . В прошлом серебряный призер кубка СССР 
Хобби : бег , фото , ролики , футбол, теннис , плаванье , пинг-понг","['https://kdv-group.com/ru', 'LogWorks.ru', 'BABAROMA.ru', 'https://www.instagram.com/p/CRGlmF9H1bO/?utm_medium=copy_link', 'http://www.zipmodular.com', 'http://gohorizons.com', 'http://www.zipmodular.com', 'http://gohorizons.com', 'https://www.instagram.com/p/B85WF_ujSwO/?utm_medium=copy_link', 'https://www.instagram.com/p/B-2Mb6cICvC/?utm_medium=copy_link']"
67,104624612,2023-02-25 02:01:35+00:00,+,[]
68,229644692,2023-02-25 02:34:46+00:00,"Привет всем ! Меня зовут Павел Орлов 👋🏼  являюсь основателем  компании Hollywood Rides !
Мы
Являемся лидером рынка по аренде, продаже, подбору и финансированию автомобилей в Кредит без Ssn и Паспорта✅
Оборот в 2022 составил $7.7m
ниже ⬇️ также оставлю ссылку на наш ТГ канал #АвтоБезSSN 
Большой фанат Бренда Тесла, имею 10 их в авто в парке 😆
В свободное от бизнеса время путешествую 🧳 и Катаю на сноуборде🏂",['7.7m']
69,312554297,2023-02-25 06:47:35+00:00,"Приветствую! Меня зовут Юля, и я совсем не из АйТи сферы. Единственное что меня связывает с этой сферой, мой муж, который работает Google. 

Я начинающий фотограф, интересно это мероприятие из-за людей, которые там будут. Интересно поснимать вас. Интересно узнать новое и познакомиться.

Ну и еще, я решила этот год прожить иначе, поэтому вхожу во все неизведанное. 

Спасибо за внимание. До встречи!

https://www.instagram.com/p/Co3z8sstrDS/?igshid=MDJmNzVkMjY=",['https://www.instagram.com/p/Co3z8sstrDS/?igshid=MDJmNzVkMjY=']
70,1490791051,2023-02-25 07:10:33+00:00,"Всем Привет!
Меня зовут Бехруз, в США с 2016 года. Живу в Сан Хосе.  Со-основатель Сантехнической компании, готов делиться опытом и всегда рад новым знакомствам.😉",[]
71,759728998,2023-02-25 12:44:09+00:00,"Доброе утро.
Тесленко Александр
Опыт в построении бизнеса с 0 до 6-7 млн$ с обозначенной минимальной  рентабельностью и прибыльнрстью.
Умею выстраивать систему управления, аналитики, контроля бизнесом удаленно с целью облегчения и обоснования принимаемых решений в ритейле, производстве, услугах, интернет торговле на основании ключевых показателей.
Сейчас работаю как ментор и наставник для компаний от стартапов до холдингов.
Цель- познакомиться с новыми интересными людьми, узнать систему работы корпораций, привлечения инвестиций в стариапы, тк являюсь еще и квалифицированным инвестором.
Увлечения: дзюдо, активный образ жизни, путешествмя,общение, новые знакомства, познание себя и мира.",[]
72,2032912665,2023-02-25 15:06:41+00:00,"Всем привет. Меня зовут Сана Будяк.

Чуть больше года живу в Калифорнии. Добиралась из Украины в карантин через Флориду на Аляску, потом через Орегон в Bay area.

Я тренер творческих ментальных состояний (коуч по вдохновению), мастер жизненной импровизации и я помогаю преодолевать творческие блоки, развивать и создавать более творческую атмосферу и положительное эмоциональное состояние индивидуально и в группах, а это в свою очередь улучшает коммуникацию и работу в команде.

Я считаю, что именно творчество и креатив спасет мир и никогда не будет заменено ИИ, а только  усилиться с его помощью.   
Я вижу возможности для творчества повсюду. Например свой 11 летний опыт работы в сфере недвижимости я вложила в книгу “Как купить квартиру или сам себе риэлтор”, которую издала и продала весь тираж самостоятельно, без издательств, еще до переезда в США. 

Я могу быть полезна этому сообществу своими знаниями и опытом перевода негативных эмоциональных состояний в позитивные и творческие.
Работаю на украинском, русском и английском языках в формате email сопровождения, консультаций, тренингов, уроков музыки и трансформационных путешествий. Я создаю трансформационные игры, которые мечтаю внедрить в электронные приложения для удобного и более эффективного использования.  Сейчас я заканчиваю работу над играми “Intuition Quest” и “Where to find inspiration”.

Моя сила заключается в том, чтобы вдохновлять людей вокруг меня. Мне особенно интересно работать со стартапами и людьми, занимающимися новыми технологиями. Состояние вдохновения порой может быть неуловимым. Но при правильном коучинге отдельные люди и команды могут научиться получать доступ к творческому состоянию и поддерживать его без препятствий и ограничений.

С нетерпением жду встречи с каждым из вас. 

Вдохновляющей субботы ! 💗💓💖",[]
73,56539250,2023-02-25 18:09:37+00:00,"Всем привет, я Катя!

Директор по продажам в Apple здесь в Долине. Программист-математик по образованию (с кем тут не бывало), стратег по призванию ☺️ Свой путь от старенького лектория в МИФИ до своей текущей роли пожалуй и считаю главным достижением, а также определенно результатом удачного сочетания таланта и очень упорного труда 😉 

Приехала в Долину 3 года назад и люди с их опытом, умением и желанием общаться стали самым главным откровением. Интеллект (не обязательно искусственный) очень высоко ценю и буду очень рада новым знакомствам и общению!

https://www.linkedin.com/in/ekaterinadavydovskaya",['https://www.linkedin.com/in/ekaterinadavydovskaya']
74,158650352,2023-02-25 19:23:47+00:00,Привет всем!,[]
75,242221720,2023-02-25 19:37:35+00:00,"Привет всем, меня зовут Дима! Я живу в Лос-Анджелесе и увлекаюсь data science и machine learning. Мне нравится работать с данными, решать бизнес-проблемы с помощью анализа данных и создавать Data и ML pipelines для бизнес задач.

Я работал в Google, но сейчас ищу новый интересный проект, где я мог бы применить свои навыки. Также, я занимаюсь своим проектом, анализируя рынок ценных бумаг с помощью ML алгоритмов, который за первые 3 месяца тестирования принес 30% прибыли.

Я очень рад познакомиться с новыми людьми и найти менторов, партнеров и инвесторов на этом мероприятии. 

Кроме того, я увлекаюсь йогой, пейнтболом и дайвингом, и медитирую минимум 30 минут в день.",[]
76,437859461,2023-02-25 19:39:47+00:00,"Всем привет, я Александр Сорока, партнер в Network.VC. У нас половина портфеля это AI стартапы. https://www.linkedin.com/in/alexandersoroka","['Network.VC.', 'https://www.linkedin.com/in/alexandersoroka']"
77,314827413,2023-02-25 19:43:15+00:00,"Привет, я менеджу разработку в Atlassian и занимаюсь ангельскими инвестициями https://www.linkedin.com/in/daria-derkach",['https://www.linkedin.com/in/daria-derkach']
78,5586788950,2023-02-25 19:54:51+00:00,"Привет, Дима Овчаренко, Tech Recruiting in Poland & Romania (EE) to save budgets, CEO at ALCOR",[]
79,473035608,2023-02-25 23:40:19+00:00,"Ребята, всем привет 👋🏼. 

Прочитал внимательно каждое интро. Спасибо! Очень интересный у всех background 🙌🏼.

Меня зовут Russell (Рассэлл). Последние 13 лет живу в США. Сам родом из Беларуси. 

Совладелец компании Rullex - Mobile network development (4G, 5G…); совладелец завода по переработки резиновых отходов ♻️; строительство мусороперерабатывающих заводов под ключ и продажа оборудования.

Сейчас запускаю параллельно два проекта. Это венчурный фонд ранних стадий на $30M и управляющую компании 📊.

С удовольствием поделюсь своим опытом в построении компании в США, запуске венчурного фонда и венчурных инвестициях, систематизации и автоматизации бизнеса, построении партнёрских отношений, стратегическом планировании, привлечении ТОПов executive level, в выходе из операционной деятельности и в чём преимущество и разница функционала собственника компании по отношению к управляющему. 

Для меня бизнес - это продолжение моих человеческих качеств. В бизнесе и партнёрстве строю отношения исходя из этого принципа 🫶🏼.

Пару лет назад осознал что бизнес для меня это некая игра которая требует улучшения окружения и постоянного личностного и профессионального развития от чего я собственно и кайфую. 

Мне нравится активный отдых (moto racing, enduro, heli-skiing/freeride, вело, бег, и т.д.). Для меня это как дополнения к моей программе по перезагрузке). Ходил на пару вулканов (Эльбрус, Демавенд) и много где путешествовал. 

На мероприятии есть запрос на полезное общение и обмен опытом, рассматриваю потенциальное партнёрства где я могу внести свой вклад в развитие и масштабирование проекта, а также интересен венчурный networking. 

Буду рад личному знакомству 🤝🏼!",['т.д.']
80,5766879365,2023-02-25 23:51:00+00:00,"Всем привет!
Меня зовут Иван, в США приехал недавно, в Калифорнии 2 месяца, живу в Сан Хосе. 
Более 12 лет опыта в консалтинге (Pwc, EY), фондах PE & VC, последние 4 года работал инвест директором в корпоративном фонде (M&A, JV, стартапы, инвестиции в органический рост).
Сейчас прохожу программу по венчурным инвестициям в Стенфорде. 
Ищу новые знакомства,  знания, возможности для дальнейшего роста, буду рад присоединиться к команде профессионалов и помочь в развитии стартапа / бизнеса / фонда. 
Практикую медитацию, люблю путешествовать и пробовать новое, увлекаюсь футболом и ММА (больше смотреть, чем участвовать 😁), интересуюсь буддийской философией. 
Буду рад личной встрече со всеми!",[]
81,118627521,2023-02-26 01:08:44+00:00,"Всем привет! Очень рад со всеми познакомиться 👋!
Alan Ataev - CEO AxxonSoft, 

https://www.linkedin.com/in/alan-ataev-65742318

делаем интеллектуальные системы безопасности и видеонаблюдения. В США 6 лет, Сан Хосе. 
Изучал Искусственный Интеллект и его применение в бизнесе в Массачусетском технологическом институте (MIT), где и приобрел понимание потенциала и ограничений технологий искусственного интеллекта. С тех пор активно использую свой опыт, чтобы внедрять во все возможные сферы AI, включая разработку передовых решений для интеллектуальных систем безопасности. Используем ChatGPT для поддержки и маркетинга, построения глобальных планов. 
В активном поиске крутых AI инструментов для разработки ПО. Также интересно будет обсудить Neuralink и его потенциал. 

Увлекаюсь mountain bike, dirt bike, snowboard🏂, rock guitar 🎸, 3D printing. 

Буду очень рад личному общению! До встречи!",['https://www.linkedin.com/in/alan-ataev-65742318']
82,801192145,2023-02-26 02:47:41+00:00,"Всем привет,  рад со всеми познакомиться!
Меня зовут Рафик Галянуров уже 23 года живу в Нью Йорке. Родом с Узбекистана (Ташкент). 
По образованию и призванию инжинер конструктор. Очень люблю создавать что-то новое и усовершенствовать старое. 

Совладелец  GRR Cooling, компания специализируется на замене и модернизации индустриальных отопительных, охладительных и вентиляционных систем. Основные клиенты больници, лаборатории и университет.  

Управляющий партнер Baikal mechanical, производство и инженерная компания. Специализируемся на производстве индустриальных отопительных, охладительных и вентиляционных систем. 

Владелец Cyber Grills компания занимается производством и дизайном модерн стиле грилей и очагов для приготовления еды на улице. Сейчас работаем над умным грилем который сам будит готовить стейки лучше чем 90% ресторанов. 

Владелец Cyber-BMS, инженерская компания которая специализируется на оптимизации энергии  и улучшение эффективности электрических, сантехнических, отопительных и охладительных систем.  Основные клиенты Больницы, университеты, лаборатории и большие организации. 

Люблю готовить, много работать и проводить время с семьей. 

Буду рад со всеми познакомиться! 

http://linkedin.com/in/rafik-galyanurov-98882161",['http://linkedin.com/in/rafik-galyanurov-98882161']
83,555938299,2023-02-26 03:35:47+00:00,"Добрый день/утро/вечер меня зовут Мария. Родом из Минска, провела отрочество в boarding school в Германии, обучалась гостиничному бизнесу в Швейцарии. Был свой бизнес производства и импорт продукции для суши поставляли на HORECA и retail. Более 14 лет менеджерского опыта: из сильных Event Management, Marketing Research, Branding, Sales and Operational Management. Industries worked in: Leisure, recreation (spa) & Tourism, Accommodation & Restaurants, Real Estate, Applications, Sports, Spiritual, SaaS. В США 6 лет, приехала и закончила MBA в Marketing Management, работаю в Adobe as PgM. Живу в Walnut Creek, Ca SF Bay Area. В прошлом году запустила онлайн магазин rodnykrai.com по продаже и доставки русских, белорусских и украинских продуктов, поставила на паузу в июле прошлого года. Ищу новую нишу, также интересны создания приложений и digital business and indeed AI. Буду рада знакомству с единомышленниками. Из личного играю в теннис, прошла курс Vipassana в прошлом году, люблю развитие, электронную музыку и цветы). Мой Инстаграм:",['rodnykrai.com']
84,367018600,2023-02-26 06:07:23+00:00,После 12am продолжим 🤪,[]
85,512496679,2023-02-26 09:09:08+00:00,"Всем  привет ! 👋🏻 
Мы Ксюша и Лёша, муж и жена.
Я ( Ксюша) из Сибири, здесь 8 лет, а Лёша больше 20, сам из Владивостока. 
Мы очень впечатлены достижениями всех участников группы, хотя сами очень далеки от IT-сферы и всего технического :)
Наша глобальная цель - сделать мир лучше, и начать мы хотим со своего коммьюнити.
Мы живем в  горах,  в уникальном месте, которое на первый взгляд отпугивает, но на самом деле - самый настоящий алмаз. Здесь своя вода ( из ручьев/колодцев) куча свободной территории, дешевая земля, красивая природа, много  живности и настоящие люди.
Нас окружают  множество водопадов, озёра, горячие источники, горы, такие как Mt. Lassen и знаменитая Mt. Shasta. А город покрупнее всего в 40 минутах езды по нереально красивой дороге, пейзажи которой никогда не надоедают. 
Наша цель - построить self-sustainable community , в котором можно чувствовать себя свободно и безопасно вне зависимости от ситуации в мире. Мы уже работаем над этой идеей и приобретаем земли вокруг нас ,по мере возможности.
Нам хочется, чтобы больше интересных людей узнало о нашей идее и об этом месте, чтобы мы могли вместе работать над развитием нашего коммьюнити и иметь хороших соседей 😄
Мы владеем небольшой  органической фермой  марихуаны . Растения для нас, как дети, мы обожаем за ними ухаживать, проводя большую часть времени на природе. Сами мы не употребляем, но не осуждаем тех, кому это нужно, поэтому выращиваем с любовью и без химикатов, что сейчас редкость.
Мы верим в карму, энергию и стараемся проживать осознанную жизнь :)
В свободное от бизнеса время  развиваемся в музыке, кино и других творческих направлениях. 2 года назад сняли х/ф «Gorilla for Vincente» без спонсоров, но проект не вышел в свет, так как были определенные недоработки..Зато получили огромный опыт и готовимся снимать следующий проект «Человек человеку волк» этой осенью. 
Также, в разработке у нас компьютерная игра «Source» с нереальным арт-концептом от итальянского разработчика ,но  проект на паузе по некоторым причинам, в том числе невозможности самим спонсировать игру в данный момент. 
Наши увлечения: 
Муж создаёт музыку на компьютере, сейчас работает над вторым альбомом, любит играть на пианино для души.
Я , Ксюша, закончила 11 лет музыкальной школы по специальности фортепиано и пение, немного обучалась логистике ,что быстро наскучило. 
Сейчас моя страсть - это здоровый образ жизни, нутрициология (больше 3х лет изучаю альтернативные методы лечения) , психология ,женская йога, акушерство естественного направления , видео съемка.
Мы обожаем путешествовать, предпочитаем интересные AirBnB посредственным отелям, любим исследовать новые хайки , уютные кофейни и рестораны с уникальным интерьером и необычной кухней, особенно веганской 👌🏻
https://instagram.com/ya.mayskaya?igshid=YmMyMTA2M2Y=","['недоработки..Зато', 'https://instagram.com/ya.mayskaya?igshid=YmMyMTA2M2Y=']"
86,1642081956,2023-02-26 18:13:35+00:00,"Сколько же здесь потрясающе интересных людей!!! Читаю и просто не терпится с каждым из вас познакомиться! Я Мариям, родом из Карачаево-Черкесии, считаю себя прирожденным Project Manager: На Родине  параллельно с работой на телевидении выпускала свою газету, владела компанией по аренде рекламных щитов. В 2015 мигрировала в США без знания английского, в 2017 основала бизнес по грузоперевозкам, в 2020 его продала, освоила профессию Project Manager, работала в Kaiser Permanente, а с 2021-го в Meta. Параллельно уже 13 лет ращу дочку одна, последние 8 лет в миграции, вот где все навыки Project Management пригодились на 100% 😂 Я обожаю людей, жизнь и по словам коллег, всегда несу заряд энергии и позитива ❤️ Я ищу классных людей с классными идеями, с которыми мы могли бы вместе строить глобальные компании.",[]
87,5083699463,2023-02-26 18:42:51+00:00,"Аня, я занимаюсь разводами в Калифорнии. Буду рада знакомству.

Насчет замены юристов AI, ну вот, судья уже принимал судебное решение на основе ChatGPT 😉  

https://www.cbsnews.com/amp/news/colombian-judge-uses-chatgpt-in-ruling-on-childs-medical-rights-case",['https://www.cbsnews.com/amp/news/colombian-judge-uses-chatgpt-in-ruling-on-childs-medical-rights-case']
88,134298517,2023-02-26 19:18:37+00:00,"Всем, привет. 
Живу пока в Саратове. В США приехал по туристической визе прощупать страну для жизни и для ведения бизнеса.
Кофаундер крипто проектов nomiswap.io и nominex.io

За 5 лет работы со своими крипто проектами получили много опыта, набили много шишек, потратили приличное количество собственных денег, что-то заработали. 

На данный момент начинаем создание нового CeDeFi продукта, позволяющего не проженным DeFi-профи получать максимально возможной профит (благодаря автоматизации) от предоставления ликвидности DEX-ам безопасно и в один клик.","['nomiswap.io', 'nominex.io']"
89,886380831,2023-02-26 19:19:30+00:00,Maya с радостью познакомлюсь лично на Евгение…;)👌,[]
90,403990744,2023-02-26 19:31:03+00:00,Всем привет,[]
